Messe;Halle;Sektor;Standnummer;Kunde;Kommission;Auftragsmenge;Kurztext;Interner Text;Artikel-Nr.;Liefertermin (Möbel);Uhrzeit Lieferung;Kontakt vor Ort;Obergruppe;Verantwortlich;Nummer;Veranstaltungsbeginn;Datum;Person/Zeichen;Auftragsart
f.re.e 2026, München;B4;;411;G+H GmbH, Weißenhorn;;1,00;MUNICH 70x70 Platte weiß;für Gestell 70x70 chrom;2045;;;;Möbel;Jan Ressel;551617;18.02.2026;11.12.2025;Jasna Pejic;Möbel
IFAT 2026, München;B4;;522;Meplan, München;Transfluid S.p.A;1,00;Thekenschrank PURO COUNTER, weiß;;1388;;;;Möbel;Sophia Kistler;551556;04.05.2026;08.12.2025;Sophia Kistler;Möbel
IFAT 2026, München;B4;;522;Meplan, München;Transfluid S.p.A;1,00;Barhocker ZETT weiß;;1004;;;;Möbel;Sophia Kistler;551556;04.05.2026;08.12.2025;Sophia Kistler;Möbel
IFAT 2026, München;B4;;522;Meplan, München;Transfluid S.p.A;1,00;MUNICH 130x70 Platte weiß;für Gestell 130x70 chrom;2054;;;;Möbel;Sophia Kistler;551556;04.05.2026;08.12.2025;Sophia Kistler;Möbel
IFAT 2026, München;B4;;522;Meplan, München;Transfluid S.p.A;1,00;MUNICH 130x70 Tischgestell, chrom;für Platte 130x70 weiß;2052;;;;Möbel;Sophia Kistler;551556;04.05.2026;08.12.2025;Sophia Kistler;Möbel
IFAT 2026, München;B4;;522;Meplan, München;Transfluid S.p.A;2,00;Stuhl BABiLA weiß;;1235;;;;Möbel;Sophia Kistler;551556;04.05.2026;08.12.2025;Sophia Kistler;Möbel
IFAT 2026, München;B5;;109;Meplan, München;E. Dold & Söhne GmbH & Co. KG;1,00;Garderobenständer DONNA;;1049;;;;Möbel;Sophia Kistler;550947;04.05.2026;06.11.2025;Sophia Kistler;Möbel
IFAT 2026, München;B5;;109;Meplan, München;E. Dold & Söhne GmbH & Co. KG;2,00;Stuhl BABiLA weiß;;1235;;;;Möbel;Sophia Kistler;550947;04.05.2026;06.11.2025;Sophia Kistler;Möbel
IFAT 2026, München;B5;;116;PST Plåt & Spiralteknik i Torsås AB, Torsâs;;1,00;NINO/ENNO Stehtischgestell H 110cm, chrom;für Platte 70 rund weiß;2057;;;;Möbel;Jan Ressel;551664;04.05.2026;16.12.2025;Jasna Pejic;Möbel
IFAT 2026, München;B5;;116;PST Plåt & Spiralteknik i Torsås AB, Torsâs;;1,00;NINO 70 Tischplatte rund weiß;für Stehtischgestell chrom;2061;;;;Möbel;Jan Ressel;551664;04.05.2026;16.12.2025;Jasna Pejic;Möbel
IFAT 2026, München;B5;;116;PST Plåt & Spiralteknik i Torsås AB, Torsâs;;2,00;Barhocker ZETT schwarz;in Stehgruppe;1003;;;;Möbel;Jan Ressel;551664;04.05.2026;16.12.2025;Jasna Pejic;Möbel
IFAT 2026, München;B5;;146;Meplan, München;Godswill Paper Machinery Co., Ltd;1,00;Garderobenständer DONNA;;1049;;;;Möbel;Sophia Kistler;551577;04.05.2026;09.12.2025;Sophia Kistler;Möbel
IFAT 2026, München;B5;;146;Meplan, München;Godswill Paper Machinery Co., Ltd;8,00;Stuhl MUNICH blau;;1215;;;;Möbel;Sophia Kistler;551577;04.05.2026;09.12.2025;Sophia Kistler;Möbel
IFAT 2026, München;B5;;216;hamos GmbH, Penzberg;;1,00;Kaffeevollautomat JURA (nur für Riem);;1063;;;;Kaffemaschinen;Jan Ressel;551859;04.05.2026;12.01.2026;Jasna Pejic;Möbel
f.re.e 2026, München;B5;;440;Meplan, München;BSH Hausgeräte GmbH;1,00;NINO 100 Tischplatte rund weiß;;2066;;;;Möbel;Sophia Kistler;551406;18.02.2026;25.11.2025;Sophia Kistler;Möbel
f.re.e 2026, München;B5;;440;Meplan, München;BSH Hausgeräte GmbH;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Sophia Kistler;551406;18.02.2026;25.11.2025;Sophia Kistler;Möbel
f.re.e 2026, München;B5;;440;Meplan, München;BSH Hausgeräte GmbH;1,00;Messeküche COOK;;1080;;;;Möbel;Sophia Kistler;551406;18.02.2026;25.11.2025;Sophia Kistler;Möbel
f.re.e 2026, München;B5;;440;Meplan, München;BSH Hausgeräte GmbH;3,00;Stuhl BABiLA weiß;;1235;;;;Möbel;Sophia Kistler;551406;18.02.2026;25.11.2025;Sophia Kistler;Möbel
IFAT 2026, München;B5;;509;Meplan, München;Gneuss;1,00;NINO 70 Tischplatte rund weiß;für Stehtisch, chrom;2061;;;;Möbel;Jan Ressel;551802;04.05.2026;08.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B5;;509;Meplan, München;Gneuss;1,00;NINO/ENNO Stehtischgestell H 110cm, chrom;;2057;;;;Möbel;Jan Ressel;551802;04.05.2026;08.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B5;;509;Meplan, München;Gneuss;3,00;Barhocker ZETT weiß;;1004;;;;Möbel;Jan Ressel;551802;04.05.2026;08.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B5;;509;Meplan, München;Gneuss;1,00;NINO 80 Tischplatte rund weiß;;2071;;;;Möbel;Jan Ressel;551802;04.05.2026;08.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B5;;509;Meplan, München;Gneuss;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Jan Ressel;551802;04.05.2026;08.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B5;;509;Meplan, München;Gneuss;4,00;Stuhl MUNICH schwarz;;1219 | 500;;;;Möbel;Jan Ressel;551802;04.05.2026;08.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B5;;509;Meplan, München;Gneuss;1,00;Prospektständer LEGIO 30;;1154;;;;Möbel;Jan Ressel;551802;04.05.2026;08.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B5;;510;Borema Umwelttechnik AG, Schwarzenbach;;1,00;Flaschenkühlschrank BOTTLE M;;1092;;;;Möbel;Jan Ressel;551785;04.05.2026;07.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B6;;134;Meplan, München;Guangzhou 3E ;4,00;Stuhl MUNICH schwarz;;1219 | 500;;;;Möbel;Jan Ressel;552122;04.05.2026;21.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B6;;153;SCHULZ & BERGER LUFT- UND;;1,00;Messeküche COOK;;1080;;;;Möbel;Melanie Eiblmeier;551624;04.05.2026;12.12.2025;Nicole Dollmann;Standbau
IFAT 2026, München;B6;;153;SCHULZ & BERGER LUFT- UND;;1,00;Lagerregal RACK alu;;1166;;;;Möbel;Melanie Eiblmeier;551624;04.05.2026;12.12.2025;Nicole Dollmann;Standbau
IFAT 2026, München;B6;;153;SCHULZ & BERGER LUFT- UND;;2,00;NINO 70 Tischplatte rund weiß;für Stehtisch, chrom;2061;;;;Möbel;Melanie Eiblmeier;551624;04.05.2026;12.12.2025;Nicole Dollmann;Standbau
IFAT 2026, München;B6;;153;SCHULZ & BERGER LUFT- UND;;2,00;NINO/ENNO Stehtischgestell H 110cm, chrom;;2057;;;;Möbel;Melanie Eiblmeier;551624;04.05.2026;12.12.2025;Nicole Dollmann;Standbau
IFAT 2026, München;B6;;153;SCHULZ & BERGER LUFT- UND;;6,00;Barhocker ZETT weiß;;1004;;;;Möbel;Melanie Eiblmeier;551624;04.05.2026;12.12.2025;Nicole Dollmann;Standbau
IFAT 2026, München;B6;;153;SCHULZ & BERGER LUFT- UND;;1,00;Bartheke OCTA BAR;mit Schiebetüren;1283;;;;Möbel;Melanie Eiblmeier;551624;04.05.2026;12.12.2025;Nicole Dollmann;Standbau
IFAT 2026, München;B6;;153;SCHULZ & BERGER LUFT- UND;;1,00;NINO 100 Tischplatte rund weiß;;2066;;;;Möbel;Melanie Eiblmeier;551624;04.05.2026;12.12.2025;Nicole Dollmann;Standbau
IFAT 2026, München;B6;;153;SCHULZ & BERGER LUFT- UND;;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Melanie Eiblmeier;551624;04.05.2026;12.12.2025;Nicole Dollmann;Standbau
IFAT 2026, München;B6;;153;SCHULZ & BERGER LUFT- UND;;4,00;Stuhl MUNICH blau;;1215;;;;Möbel;Melanie Eiblmeier;551624;04.05.2026;12.12.2025;Nicole Dollmann;Standbau
IFAT 2026, München;B6;;153;SCHULZ & BERGER LUFT- UND;;1,00;Garderobenständer DONNA;;1049;;;;Möbel;Melanie Eiblmeier;551624;04.05.2026;12.12.2025;Nicole Dollmann;Standbau
IFAT 2026, München;B6;;153;SCHULZ & BERGER LUFT- UND;;1,00;Weinkühlschrank VINO;;1105;;;;Möbel;Melanie Eiblmeier;551624;04.05.2026;12.12.2025;Nicole Dollmann;Standbau
IFAT 2026, München;B6;;153;SCHULZ & BERGER LUFT- UND;;1,00;CLASSICO Sideboard weiß/alu;;1382;;;;Möbel;Melanie Eiblmeier;551624;04.05.2026;12.12.2025;Nicole Dollmann;Standbau
IFAT 2026, München;B6;;153;SCHULZ & BERGER LUFT- UND;;1,00;Lagerregal RACK alu;;1166;;;;Möbel;Melanie Eiblmeier;551624;04.05.2026;12.12.2025;Nicole Dollmann;Standbau
IFAT 2026, München;B6;;321;Meplan, München;ALREC-TEC GmbH;1,00;NINO 70 Tischplatte rund weiß;für Sitztisch, chrom;2061;;;;Möbel;Sophia Kistler;551685;04.05.2026;17.12.2025;Sophia Kistler;Möbel
IFAT 2026, München;B6;;321;Meplan, München;ALREC-TEC GmbH;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Sophia Kistler;551685;04.05.2026;17.12.2025;Sophia Kistler;Möbel
IFAT 2026, München;B6;;321;Meplan, München;ALREC-TEC GmbH;3,00;Stuhl MUNICH schwarz;;1219 | 500;;;;Möbel;Sophia Kistler;551685;04.05.2026;17.12.2025;Sophia Kistler;Möbel
f.re.e 2026, München;B6;;417;pewag Schneeketten Deutschland GmbH, Unna;;4,00;Stuhl MUNICH anthrazit;in Sitzgruppe;1214;;;;Möbel;Jan Ressel;551569;18.02.2026;08.12.2025;Jasna Pejic;Möbel
f.re.e 2026, München;B6;;417;pewag Schneeketten Deutschland GmbH, Unna;;1,00;MUNICH 70x70 Tischgestell, chrom;für PLatte 70x70 weiß;2043;;;;Möbel;Jan Ressel;551569;18.02.2026;08.12.2025;Jasna Pejic;Möbel
f.re.e 2026, München;B6;;417;pewag Schneeketten Deutschland GmbH, Unna;;1,00;MUNICH 70x70 Platte weiß;für Gestell 70x70 chrom;2045;;;;Möbel;Jan Ressel;551569;18.02.2026;08.12.2025;Jasna Pejic;Möbel
f.re.e 2026, München;B6;;417;pewag Schneeketten Deutschland GmbH, Unna;;1,00;CLASSICO Sideboard weiß/alu;;1382;;;;Möbel;Jan Ressel;551569;18.02.2026;08.12.2025;Jasna Pejic;Möbel
f.re.e 2026, München;B6;;417;pewag Schneeketten Deutschland GmbH, Unna;;1,00;CLASSICO Aufsatz für Bartheke;;2025;;;;Möbel;Jan Ressel;551569;18.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;115;Breuer Diamonds GmbH, Keltern;;1,00;Flaschenkühlschrank BOTTLE M;;1092;;;;Möbel;Jan Ressel;551969;20.02.2026;15.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;115;Breuer Diamonds GmbH, Keltern;;1,00;Thekenschrank PURO COUNTER, weiß;;1388;;;;Möbel;Jan Ressel;551969;20.02.2026;15.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;126;DI PERLE GmbH, Norderstedt;;5,00;PICO Plexihaube;;2096;;;;Möbel;Jan Ressel;551783;20.02.2026;07.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;126;DI PERLE GmbH, Norderstedt;;5,00;PICO Korpus weiß;;2097;;;;Möbel;Jan Ressel;551783;20.02.2026;07.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;143;Unison Manufacturing HK Ltd., Hong Kong;;4,00;Stuhl MUNICH anthrazit;in Sitzgruppe;1214;;;;Möbel;Jan Ressel;551904;20.02.2026;14.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;143;Unison Manufacturing HK Ltd., Hong Kong;;1,00;MUNICH 70x70 Tischgestell, chrom;für PLatte 70x70 weiß;2043;;;;Möbel;Jan Ressel;551904;20.02.2026;14.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;143;Unison Manufacturing HK Ltd., Hong Kong;;1,00;MUNICH 70x70 Platte weiß;für Gestell 70x70 chrom;2045;;;;Möbel;Jan Ressel;551904;20.02.2026;14.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;143;Unison Manufacturing HK Ltd., Hong Kong;;1,00;PISA 80x80 Tischgestelll chrom/schwarz;;2048;;;;Möbel;Jan Ressel;551904;20.02.2026;14.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;143;Unison Manufacturing HK Ltd., Hong Kong;;1,00;PISA 80x80 Tischplatte weiß;;2095;;;;Möbel;Jan Ressel;551904;20.02.2026;14.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;148;Stars Gem Co.,Ltd, 3622156;;2,00;Stuhl MUNICH schwarz;;1219;;;;Möbel;Jan Ressel;551541;20.02.2026;05.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;148;Stars Gem Co.,Ltd, 3622156;;1,00;ENNO 70x70 Tischplatte weiß;für Sitztischgestell chrom;2062;;;;Möbel;Jan Ressel;551541;20.02.2026;05.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;148;Stars Gem Co.,Ltd, 3622156;;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;für Platte 70x70 weiß;2055;;;;Möbel;Jan Ressel;551541;20.02.2026;05.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;202;Ita-Goldwaren GmbH, Idar-Oberstein;;1,00;Bartheke PURO BAR weiß;;1324;;;;Möbel;Jan Ressel;552158;20.02.2026;22.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;203;Antwerp Diamond Partners BVBA, Antwerpen;;1,00;Barhocker JAZZ BAR schwarz/schwarz;;1040;;;;Möbel;Jan Ressel;551583;20.02.2026;09.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;203;Antwerp Diamond Partners BVBA, Antwerpen;;5,00;Stuhl MUNICH hellgrau;;1217;;;;Möbel;Jan Ressel;551583;20.02.2026;09.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;203;Antwerp Diamond Partners BVBA, Antwerpen;;2,00;PISA 120x80 Tischplatte grau;für Gestell 120x80;2067;;;;Möbel;Jan Ressel;551583;20.02.2026;09.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;203;Antwerp Diamond Partners BVBA, Antwerpen;;2,00;PISA 120x80 Tischgestell chrom/schwarz;mit Platte 120x80 grau;2047;;;;Möbel;Jan Ressel;551583;20.02.2026;09.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;205;Gem World BV, Antwerpen;;2,00;Barhocker ZETT schwarz;;1003;;;;Möbel;Jan Ressel;551570;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;205;Gem World BV, Antwerpen;;7,00;Stuhl MUNICH schwarz;;1219;;;;Möbel;Jan Ressel;551570;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;205;Gem World BV, Antwerpen;;1,00;MUNICH 70x70 Platte weiß;für Gestell 70x70 schwarz;2045;;;;Möbel;Jan Ressel;551570;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;205;Gem World BV, Antwerpen;;1,00;MUNICH 70x70 Tischgestell, schwarz;für Platte 70x70 weiß;2107;;;;Möbel;Jan Ressel;551570;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;205;Gem World BV, Antwerpen;;2,00;MUNICH 160x70 Tischgestell, chrom;;2086;;;;Möbel;Jan Ressel;551570;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;205;Gem World BV, Antwerpen;;2,00;MUNICH 160x70 Platte schwarz;;2100;;;;Möbel;Jan Ressel;551570;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;207;Gerhard Hahn GmbH, Düsseldorf;;18,00;Stuhl MUNICH hellgrau;;1217;;;;Möbel;Jan Ressel;551683;20.02.2026;17.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;207;Gerhard Hahn GmbH, Düsseldorf;;1,00;MUNICH 130x70 Platte schwarz;für Gestell 130x70 chrom;2053;;;;Möbel;Jan Ressel;551683;20.02.2026;17.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;207;Gerhard Hahn GmbH, Düsseldorf;;1,00;MUNICH 130x70 Tischgestell, chrom;für Platte 130x70 schwarz;2052;;;;Möbel;Jan Ressel;551683;20.02.2026;17.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;207;Gerhard Hahn GmbH, Düsseldorf;;5,00;MUNICH 130x70 Platte weiß;für Gestell 130x70 chrom;2054;;;;Möbel;Jan Ressel;551683;20.02.2026;17.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;207;Gerhard Hahn GmbH, Düsseldorf;;5,00;MUNICH 130x70 Tischgestell, chrom;für Platte 130x70 weiß;2052;;;;Möbel;Jan Ressel;551683;20.02.2026;17.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;207;Gerhard Hahn GmbH, Düsseldorf;;1,00;MUNICH 160x70 Tischgestell, chrom;für Platte 160x70 weiß;2086;;;;Möbel;Jan Ressel;551683;20.02.2026;17.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;207;Gerhard Hahn GmbH, Düsseldorf;;1,00;MUNICH 160x70 Platte weiß;für Gestell 160x70 chrom;2042;;;;Möbel;Jan Ressel;551683;20.02.2026;17.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;207;Gerhard Hahn GmbH, Düsseldorf;;1,00;MUNICH 70x70 Platte weiß;chrom;2045;;;;Möbel;Jan Ressel;551683;20.02.2026;17.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;207;Gerhard Hahn GmbH, Düsseldorf;;1,00;MUNICH 70x70 Tischgestell, chrom;;2043;;;;Möbel;Jan Ressel;551683;20.02.2026;17.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;1;210;GILY DIAMONDS, Ramat Gan;;8,00;Stuhl MUNICH anthrazit;in Sitzgruppe;1214;;;;Möbel;Jan Ressel;551537;20.02.2026;05.12.2025;Jan Ressel;Möbel
Inhorgenta 2026, München;C1;1;210;GILY DIAMONDS, Ramat Gan;;2,00;MUNICH 70x70 Tischgestell chrom;für PLatte 70x70 weiß;2043;;;;Möbel;Jan Ressel;551537;20.02.2026;05.12.2025;Jan Ressel;Möbel
Inhorgenta 2026, München;C1;1;210;GILY DIAMONDS, Ramat Gan;;2,00;MUNICH 70x70 Platte weiß;für Gestell 70x70 chrom;2045;;;;Möbel;Jan Ressel;551537;20.02.2026;05.12.2025;Jan Ressel;Möbel
IFAT 2026, München;C1;;223;Meplan, München;FLEXIM Flexible Industriemesstechnik GmbH;2,00;LEVANTE HIGH Fuß Höhe 110cm weiß;;2072;;;;Möbel;Sophia Kistler;551416;04.05.2026;26.11.2025;Sophia Kistler;Möbel
IFAT 2026, München;C1;;223;Meplan, München;FLEXIM Flexible Industriemesstechnik GmbH;1,00;LEVANTE 120x60 Platte weiß;für Stehtisch;2074;;;;Möbel;Sophia Kistler;551416;04.05.2026;26.11.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;C1;;245;SRI GEMS (SRI LANKA GEMS), Beruwala;;5,00;Tischvitrine VITREO CAB 102 weiß;;1506;;;;Möbel;Jan Ressel;551497;20.02.2026;02.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;275;Gemcrafts India, New Delhi;;1,00;Schrankvitrine GIGANTE CAB 154;;1499;;;;Möbel;Jan Ressel;551581;20.02.2026;09.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;301;Wild & Petsch GmbH, Kirschweiler;;1,00;Messeküche COOK;;1080;18.02.2026;Nachmittags, spätestens 15 Uhr;;Möbel;Jan Ressel;551647;20.02.2026;15.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;301;Wild & Petsch GmbH, Kirschweiler;;4,00;Barhocker LEM weiß;für Stehgruppe;1022;18.02.2026;Nachmittags, spätestens 15 Uhr;;Möbel;Jan Ressel;551647;20.02.2026;15.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;301;Wild & Petsch GmbH, Kirschweiler;;1,00;LEVANTE 120x60 Platte weiß;für Stehtisch;2074;18.02.2026;Nachmittags, spätestens 15 Uhr;;Möbel;Jan Ressel;551647;20.02.2026;15.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;301;Wild & Petsch GmbH, Kirschweiler;;2,00;LEVANTE HIGH Fuß Höhe 110cm weiß;für Platte 120x60;2072;18.02.2026;Nachmittags, spätestens 15 Uhr;;Möbel;Jan Ressel;551647;20.02.2026;15.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;301;Wild & Petsch GmbH, Kirschweiler;;18,00;Stuhl JAZZ grau/grau;;1220;18.02.2026;Nachmittags, spätestens 15 Uhr;;Möbel;Jan Ressel;551647;20.02.2026;15.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;301;Wild & Petsch GmbH, Kirschweiler;;1,00;Thekenschrank PURO COUNTER, weiß;;1388;18.02.2026;Nachmittags, spätestens 15 Uhr;;Möbel;Jan Ressel;551647;20.02.2026;15.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;301;Wild & Petsch GmbH, Kirschweiler;;4,00;MUNICH 110x70 Tischgestell, chrom;für Platte 110x70 weiß;2049;18.02.2026;Nachmittags, spätestens 15 Uhr;;Möbel;Jan Ressel;551647;20.02.2026;15.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;301;Wild & Petsch GmbH, Kirschweiler;;4,00;MUNICH 110x70 Platte weiß;für Gestell 110x70 weiß;2051;18.02.2026;Nachmittags, spätestens 15 Uhr;;Möbel;Jan Ressel;551647;20.02.2026;15.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;301;Wild & Petsch GmbH, Kirschweiler;;1,00;MUNICH 70x70 Platte weiß;chrom;2045;18.02.2026;Nachmittags, spätestens 15 Uhr;;Möbel;Jan Ressel;551647;20.02.2026;15.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;301;Wild & Petsch GmbH, Kirschweiler;;1,00;MUNICH 70x70 Tischgestell, chrom;;2043;18.02.2026;Nachmittags, spätestens 15 Uhr;;Möbel;Jan Ressel;551647;20.02.2026;15.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;302;Higher Visions GmbH, Oberhaching;Ekkehard Schneider;4,00;Barhocker LEM weiß;für Stehgruppe;1022;;;;Möbel;Sophia Kistler;551145;20.02.2026;13.11.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;C1;;302;Higher Visions GmbH, Oberhaching;Ekkehard Schneider;1,00;LEVANTE 120x60 Platte weiß;für Stehtisch;2074;;;;Möbel;Sophia Kistler;551145;20.02.2026;13.11.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;C1;;302;Higher Visions GmbH, Oberhaching;Ekkehard Schneider;2,00;LEVANTE HIGH Fuß Höhe 110cm weiß;für Platte 120x60;2072;;;;Möbel;Sophia Kistler;551145;20.02.2026;13.11.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;C1;;309;Kulsen & Hennig GbR, Berlin;;12,00;Stuhl KUADRA weiß;;1539;;;;Möbel;Jan Ressel;551564;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;309;Kulsen & Hennig GbR, Berlin;;2,00;MUNICH 110x70 Tischgestell, chrom;für Platte 110x70 weiß;2049;;;;Möbel;Jan Ressel;551564;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;309;Kulsen & Hennig GbR, Berlin;;2,00;MUNICH 110x70 Platte weiß;für Gestell 110x70 weiß;2051;;;;Möbel;Jan Ressel;551564;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;309;Kulsen & Hennig GbR, Berlin;;2,00;MUNICH 160x70 Tischgestell, chrom;für Platte 160x70 weiß;2086;;;;Möbel;Jan Ressel;551564;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;309;Kulsen & Hennig GbR, Berlin;;2,00;MUNICH 160x70 Platte weiß;für Gestell 160x70 chrom;2042;;;;Möbel;Jan Ressel;551564;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;413;Gustav O. Hahn, Idar-Oberstein;;2,00;Barhocker ZETT weiß;;1004;;;;Möbel;Jan Ressel;551914;20.02.2026;14.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;413;Gustav O. Hahn, Idar-Oberstein;;1,00;Garderobenständer DRAGO;;1051;;;;Möbel;Jan Ressel;551914;20.02.2026;14.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;413;Gustav O. Hahn, Idar-Oberstein;;1,00;Kühlschrank COOL M (140);weiß/grau;1100;;;;Möbel;Jan Ressel;551914;20.02.2026;14.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;413;Gustav O. Hahn, Idar-Oberstein;;1,00;Rollschrank DAVID weiß;;1380;;;;Möbel;Jan Ressel;551914;20.02.2026;14.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;413;Gustav O. Hahn, Idar-Oberstein;;5,00;Stuhl KUADRA XL weiß;;1238;;;;Möbel;Jan Ressel;551914;20.02.2026;14.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;413;Gustav O. Hahn, Idar-Oberstein;;1,00;Thekenschrank PURO COUNTER, weiß;;1388;;;;Möbel;Jan Ressel;551914;20.02.2026;14.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;413;Gustav O. Hahn, Idar-Oberstein;;1,00;MUNICH 110x70 Tischgestell, chrom;für Platte 110x70 weiß;2049;;;;Möbel;Jan Ressel;551914;20.02.2026;14.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;413;Gustav O. Hahn, Idar-Oberstein;;1,00;MUNICH 110x70 Platte weiß;für Gestell 110x70 weiß;2051;;;;Möbel;Jan Ressel;551914;20.02.2026;14.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;413;Gustav O. Hahn, Idar-Oberstein;;1,00;MUNICH 70x70 Platte weiß;chrom;2045;;;;Möbel;Jan Ressel;551914;20.02.2026;14.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;413;Gustav O. Hahn, Idar-Oberstein;;1,00;MUNICH 70x70 Tischgestell, chrom;;2043;;;;Möbel;Jan Ressel;551914;20.02.2026;14.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;413;Gustav O. Hahn, Idar-Oberstein;;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Jan Ressel;551914;20.02.2026;14.01.2026;Jasna Pejic;Möbel
