Kunde/Lieferant;Kommission;Liefertermin (Möbel);Halle;Sektor;Standnummer;Artikel-Nr.;Liefermenge;Einheit;Kurztext;Langtext;zusatzinfo Lieferschein Position;Ansprechpartner Kunde;Verantwortlich intern;Lieferschein Nummer;Lieferschein Datum;Artikel Obergruppe;lieferschein Notiz;Messe;Art;Person/Zeichen;Kopfprojektnummer;Veranstaltungsbeginn;Veranstaltungsende;Abholtermin;Begründung Liefersperre;NICHT liefern;Uhrzeit Lieferung;Lieferort;Kontakt vor Ort
Christ+Jurist e.V., Frankfurt;;;07;;A23;1468;1,00;Stück;Stehtisch LIDO HIGH weiß;"LIDO HIGH Stehtisch, weiß
klappbar, Stahlrohr pulverbeschichtet
ØxH: 70x110cm";;Thomas Traub;Sophia Kistler;633689;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
Christ+Jurist e.V., Frankfurt;;;07;;A23;1388;1,00;Stück;Thekenschrank PURO COUNTER, weiß;"PURO COUNTER Thekenschrank weiß
verschließbar, Spanplatte
BxTxH: 95x50x110cm";;Thomas Traub;Sophia Kistler;633689;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
Christ+Jurist e.V., Frankfurt;;;07;;A23;2034;1,00;x;LIDO Husse weiß;LIDO Husse weiß;;Thomas Traub;Sophia Kistler;633689;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
Christ+Jurist e.V., Frankfurt;;;07;;A23;1189;1,00;Stück;Papierkorb DUSTIN schwarz;"DUSTIN Papierkorb schwarz
ØxH: 30x42cm";;Thomas Traub;Sophia Kistler;633689;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Ekelund, Linneväveriet i Horred AB;;A3;;A43;2061;1,00;x;NINO 70 Tischplatte rund weiß;NINO 70 Tischplatte rund weiß;für Sitztisch, chrom;Verena Reinelt;Jan Ressel;633648;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Ekelund, Linneväveriet i Horred AB;;A3;;A43;2055;1,00;x;NINO/ENNO Sitztischgestell H75cm, chrom;"NINO/ENNO Sitztischgestell H 75cm
Chrom Ø: 8cm, Länge: 67cm";;Verena Reinelt;Jan Ressel;633648;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Pietag GmbH;;A3;;E17;2074;1,00;x;LEVANTE 120x60 Platte weiß;LEVANTE 120x60 Tischplatte;für Stehtisch;Verena Reinelt;Jan Ressel;633653;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Pietag GmbH;;A3;;E17;2072;2,00;x;LEVANTE HIGH Fuß Höhe 110cm weiß;LEVANTE HIGH Fuß Höhe 110cm;;Verena Reinelt;Jan Ressel;633653;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
DGD Klinik Hohe Mark gGmbh, Oberursel;;;07;;B30;1166;2,00;Stück;Lagerregal RACK alu;"RACK Lagerregal 
5 Böden, Spanplatte Alu
BxTxH: 95x30x185cm";;Lars Hoben;Sophia Kistler;633696;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
Malteser Hilfsdienst e.V., München;;;07;;C17;1404;2,00;Stück;Loungetisch CAPRI TABLE 90 rot;"CAPRI TABLE 90 Loungetisch, rot
MDF lackiert
BxTxH: 90x45x45cm";;;Sophia Kistler;633693;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
Malteser Hilfsdienst e.V., München;;;07;;C17;1127;2,00;Stück;Loungebank CAPRI BENCH 160 weiß;"CAPRI BENCH 160 Loungebank, weiß
Kunstleder, Polster
BxTxH: 160x45x45cm";;;Sophia Kistler;633693;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
Malteser Hilfsdienst e.V., München;;;07;;C17;1130;2,00;Stück;Loungebank CAPRI BENCH 45 weiß;"CAPRI BENCH 45 Loungebank, weiß
Kunstleder, Polster
BxTxH: 45x45x45cm";;;Sophia Kistler;633693;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Invero GmbH;;A2;;B16;1231;6,00;Stück;Stuhl VITA weiß;"VITA Stuhl, weiß
Holz, Chrom
BxTxH: 43x44x85cm, SH: 45cm";;Verena Reinelt;Jan Ressel;633640;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Invero GmbH;;A2;;B16;2055;2,00;x;NINO/ENNO Sitztischgestell H75cm, chrom;"NINO/ENNO Sitztischgestell H 75cm
Chrom Ø: 8cm, Länge: 67cm";;Verena Reinelt;Jan Ressel;633640;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Invero GmbH;;A2;;B16;1533;4,00;Stück;Multiständer MONO (mit 1 Stange);"MONO Multiständer
1x Stange Ø: 16 mm, Edelstahl
BxTxH: 150x45x150cm";MONO (mit 1 Stange);Verena Reinelt;Jan Ressel;633640;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Invero GmbH;;A2;;B16;2071;2,00;x;NINO 80 Tischplatte rund weiß;NINO 80 Tischplatte rund weiß;;Verena Reinelt;Jan Ressel;633640;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
f1rstlife, Jülich;;;03;;C47;2034;1,00;x;LIDO Husse weiß;LIDO Husse weiß;;Timo Gadde;Sophia Kistler;633680;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
f1rstlife, Jülich;;;03;;C47;1468;1,00;Stück;Stehtisch LIDO HIGH weiß;"LIDO HIGH Stehtisch, weiß
klappbar, Stahlrohr pulverbeschichtet
ØxH: 70x110cm";;Timo Gadde;Sophia Kistler;633680;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
f1rstlife, Jülich;;;03;;C47;1132;2,00;Stück;Loungebank CAPRI BENCH 90 weiß;"CAPRI BENCH 90 Loungebank, weiß
Kunstleder, Polster
BxTxH: 90x45x45cm";;Timo Gadde;Sophia Kistler;633680;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
f1rstlife, Jülich;;;03;;C47;1127;1,00;Stück;Loungebank CAPRI BENCH 160 weiß;"CAPRI BENCH 160 Loungebank, weiß
Kunstleder, Polster
BxTxH: 160x45x45cm";;Timo Gadde;Sophia Kistler;633680;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
f1rstlife, Jülich;;;03;;C47;1283;1,00;Stück;Bartheke OCTA BAR;"OCTA BAR Bartheke, weiß
Rahmen Alu natur
BxTxH: 102x52x85/110cm";mit Schiebetüren;Timo Gadde;Sophia Kistler;633680;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
f1rstlife, Jülich;;;03;;C47;1405;1,00;Stück;Loungetisch CAPRI TABLE 90 schwarz;"CAPRI TABLE 90 Loungetisch, schwarz
MDF lackiert
BxTxH: 90x45x45cm";;Timo Gadde;Sophia Kistler;633680;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;AUDE Handels GmbH;;B1;;F30;1214;4,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl, anthrazit
Polster, Gestell verchromt
BxTxH: 51x56x85cm, SH: 45cm";in Sitzgruppe;Verena Reinelt;Jan Ressel;633663;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;AUDE Handels GmbH;;B1;;F30;2043;1,00;x;MUNICH 70x70 Tischgestell, chrom;MUNICH 70x70 Tischgestell chrom;für PLatte 70x70 weiß;Verena Reinelt;Jan Ressel;633663;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;AUDE Handels GmbH;;B1;;F30;2045;1,00;x;MUNICH 70x70 Platte weiß;MUNICH 70x70 Tischplatte weiß;für Gestell 70x70 chrom;Verena Reinelt;Jan Ressel;633663;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
DGD Fachklinik Haus Immanuel, Thurnau-Hutschdorf;;;07;;E32;1382;1,00;Stück;CLASSICO Sideboard weiß/alu;"CLASSICO Sideboard weiß
verschließbar, Spanplatte, Alu natur
BxTxH: 95x45x90cm";;Nathalie Susdorf;Sophia Kistler;633690;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
DGD Fachklinik Haus Immanuel, Thurnau-Hutschdorf;;;07;;E32;2057;1,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";für Platte 70cm rund weiß;Nathalie Susdorf;Sophia Kistler;633690;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
DGD Fachklinik Haus Immanuel, Thurnau-Hutschdorf;;;07;;E32;1022;4,00;Stück;Barhocker LEM weiß;"LEM Barhocker, weiß
höhenverstellbar, Holz, matt Chrom
BxT: 37x42cm, SH: 66-79cm";;Nathalie Susdorf;Sophia Kistler;633690;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
DGD Fachklinik Haus Immanuel, Thurnau-Hutschdorf;;;07;;E32;2061;1,00;x;NINO 70 Tischplatte rund weiß;NINO 70 Tischplatte rund weiß;für Stehtischgestell chrom;Nathalie Susdorf;Sophia Kistler;633690;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
DGD Fachklinik Haus Immanuel, Thurnau-Hutschdorf;;;07;;E32;1049;1,00;Stück;Garderobenständer DONNA;"DONNA Garderobenständer 
Edelstahl matt
BxH: 40x186cm";;Nathalie Susdorf;Sophia Kistler;633690;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Louis & Louisa GmbH;;A3;;A41;2042;1,00;x;MUNICH 160x70 Platte weiß;MUNICH 160x70 Tischplatte weiß;für Gestell 160x70 chrom;Verena Reinelt;Jan Ressel;633647;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Louis & Louisa GmbH;;A3;;A41;2086;1,00;x;MUNICH 160x70 Tischgestell, chrom;MUNICH 160x70 Tischgestell chrom;für Platte 160x70 weiß;Verena Reinelt;Jan Ressel;633647;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Papeteria-Verlags UG;;B2;;A39;1214;4,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl, anthrazit
Polster, Gestell verchromt
BxTxH: 51x56x85cm, SH: 45cm";in Sitzgruppe;Verena Reinelt;Jan Ressel;633666;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Papeteria-Verlags UG;;B2;;A39;1214;2,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl, anthrazit
Polster, Gestell verchromt
BxTxH: 51x56x85cm, SH: 45cm";;Verena Reinelt;Jan Ressel;633666;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Papeteria-Verlags UG;;B2;;A39;2045;1,00;x;MUNICH 70x70 Platte weiß;MUNICH 70x70 Tischplatte weiß;chrom;Verena Reinelt;Jan Ressel;633666;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Papeteria-Verlags UG;;B2;;A39;2043;1,00;x;MUNICH 70x70 Tischgestell, chrom;MUNICH 70x70 Tischgestell chrom;für PLatte 70x70 weiß;Verena Reinelt;Jan Ressel;633666;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Papeteria-Verlags UG;;B2;;A39;2086;1,00;x;MUNICH 160x70 Tischgestell, chrom;MUNICH 160x70 Tischgestell chrom;für Platte 160x70 weiß;Verena Reinelt;Jan Ressel;633666;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Papeteria-Verlags UG;;B2;;A39;2043;1,00;x;MUNICH 70x70 Tischgestell, chrom;MUNICH 70x70 Tischgestell chrom;;Verena Reinelt;Jan Ressel;633666;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Papeteria-Verlags UG;;B2;;A39;2042;1,00;x;MUNICH 160x70 Platte weiß;MUNICH 160x70 Tischplatte weiß;für Gestell 160x70 chrom;Verena Reinelt;Jan Ressel;633666;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Papeteria-Verlags UG;;B2;;A39;2045;1,00;x;MUNICH 70x70 Platte weiß;MUNICH 70x70 Tischplatte weiß;für Gestell 70x70 chrom;Verena Reinelt;Jan Ressel;633666;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;RIO-Schmuck;;A2;;E34;2072;2,00;x;LEVANTE HIGH Fuß Höhe 110cm weiß;LEVANTE HIGH Fuß Höhe 110cm;;Verena Reinelt;Jan Ressel;633643;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;RIO-Schmuck;;A2;;E34;2052;1,00;x;MUNICH 130x70 Tischgestell, chrom;MUNICH 130x70 Tischgestell chrom;für Platte 130x70 weiß;Verena Reinelt;Jan Ressel;633643;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;RIO-Schmuck;;A2;;E34;2072;2,00;x;LEVANTE HIGH Fuß Höhe 110cm weiß;LEVANTE HIGH Fuß Höhe 110cm;;Verena Reinelt;Jan Ressel;633643;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;RIO-Schmuck;;A2;;E34;2074;1,00;x;LEVANTE 120x60 Platte weiß;LEVANTE 120x60 Tischplatte;für Stehtisch;Verena Reinelt;Jan Ressel;633643;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;RIO-Schmuck;;A2;;E34;1166;1,00;Stück;Lagerregal RACK alu;"RACK Lagerregal 
5 Böden, Spanplatte Alu
BxTxH: 95x30x185cm";;Verena Reinelt;Jan Ressel;633643;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;RIO-Schmuck;;A2;;E34;2075;1,00;x;LEVANTE 170x60 Platte weiß;LEVANTE 170x60 Tischplatte;für Stehtisch;Verena Reinelt;Jan Ressel;633643;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;RIO-Schmuck;;A2;;E34;1217;1,00;Stück;Stuhl MUNICH hellgrau;"MUNICH Polsterstuhl, hellgrau 
Polster, Chrom
BxTxH: 51x56x85cm, SH: 45cm";;Verena Reinelt;Jan Ressel;633643;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;RIO-Schmuck;;A2;;E34;2054;1,00;x;MUNICH 130x70 Platte weiß;MUNICH 130x70 Tischplatte weiß;für Gestell 130x70 chrom;Verena Reinelt;Jan Ressel;633643;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Blechwaren Fabrik Braunschweig GmbH;;B1;;C26;1219;6,00;Stück;Stuhl MUNICH schwarz;"MUNICH Polsterstuhl, schwarz
Polster, Chrom
BxTxH: 51x56x85cm, SH: 45cm";;Verena Reinelt;Jan Ressel;633657;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Blechwaren Fabrik Braunschweig GmbH;;B1;;C26;2051;1,00;x;MUNICH 110x70 Platte weiß;MUNICH 110x70 Tischplatte weiß;für Gestell 110x70 weiß;Verena Reinelt;Jan Ressel;633657;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Blechwaren Fabrik Braunschweig GmbH;;B1;;C26;2043;1,00;x;MUNICH 70x70 Tischgestell, chrom;MUNICH 70x70 Tischgestell chrom;;Verena Reinelt;Jan Ressel;633657;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Blechwaren Fabrik Braunschweig GmbH;;B1;;C26;2045;1,00;x;MUNICH 70x70 Platte weiß;MUNICH 70x70 Tischplatte weiß;chrom;Verena Reinelt;Jan Ressel;633657;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Blechwaren Fabrik Braunschweig GmbH;;B1;;C26;2049;1,00;x;MUNICH 110x70 Tischgestell, chrom;MUNICH 110x70 Tischgestell chrom;für Platte 110x70 weiß;Verena Reinelt;Jan Ressel;633657;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Herma GmbH;;B2;;A20;1027;2,00;Stück;Barhocker HAY BAR weiß;"HAY BAR Barhocker, weiß
Kunststoff, Holz
BxTxH: 50x46x86cm, SH: 75cm";;Verena Reinelt;Jan Ressel;633665;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Yett BV;;A2;;A14;2086;3,00;x;MUNICH 160x70 Tischgestell, chrom;MUNICH 160x70 Tischgestell chrom;für Platte 160x70 weiß;Verena Reinelt;Jan Ressel;633639;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Yett BV;;A2;;A14;2042;3,00;x;MUNICH 160x70 Platte weiß;MUNICH 160x70 Tischplatte weiß;für Gestell 160x70 chrom;Verena Reinelt;Jan Ressel;633639;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
IDEA e.V., Wetzlar;;;07;;E40;1024;4,00;Stück;Barhocker CUBE schwarz;"CUBE Barhocker, schwarz
Kunstleder, Chrom
BxTxH: 32x32x80cm, SH: 80cm";;Dorothea Walter;Sophia Kistler;633697;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
IDEA e.V., Wetzlar;;;07;;E40;2109;2,00;x;NINO/ENNO DARK Stehtischgestell H 110cm, schwarz;"NINO/ENNO DARK Stehtischgestell H 110cm
schwarz, Ø: 8cm, Länge: 102cm";für Platte 70cm rund schwarz;Dorothea Walter;Sophia Kistler;633697;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
IDEA e.V., Wetzlar;;;07;;E40;2059;2,00;x;NINO 70 Tischplatte rund schwarz;NINO 70 Tischplatte rund schwarz;für Stehtischgestell schwarz;Dorothea Walter;Sophia Kistler;633697;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
Diakonie-Krankenhaus Harz GmbH, Elbingerode;;;07;;B31;1168;1,00;Stück;Kunststoffregal STACK weiß;"STACK Kunststoffregal, weiß
5 Böden, BxTxH: 75x30x170cm";;Lena Jessen;Sophia Kistler;633695;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
Diakonie-Krankenhaus Harz GmbH, Elbingerode;;;07;;B31;1468;1,00;Stück;Stehtisch LIDO HIGH weiß;"LIDO HIGH Stehtisch, weiß
klappbar, Stahlrohr pulverbeschichtet
ØxH: 70x110cm";;Lena Jessen;Sophia Kistler;633695;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
Diakonie-Krankenhaus Harz GmbH, Elbingerode;;;07;;B31;1049;1,00;Stück;Garderobenständer DONNA;"DONNA Garderobenständer 
Edelstahl matt
BxH: 40x186cm";;Lena Jessen;Sophia Kistler;633695;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
Diakonie-Krankenhaus Harz GmbH, Elbingerode;;;07;;B31;2034;1,00;x;LIDO Husse weiß;LIDO Husse weiß;;Lena Jessen;Sophia Kistler;633695;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
